split	genre	dataset	year	sid	score	sentence1	sentence2
train	main-news	MSRpar	2012test	0130	3.250	"Cmdr. Rod Gibbons, juru bicara akademi, mengatakan, ""Akademi terkejut dan sedih."	Juru bicara Akademi Angkatan Laut Cmdr. Rod Gibbons berkata: ``Pengumuman hari ini mengejutkan.
train	main-news	MSRpar	2012test	0132	2.750	Saham LendingTree naik $6,21, atau 42 persen, menjadi $20,90 setelah mencapai $21,36 sebelumnya.	Saham LendingTree naik 43 persen, atau $6,31, menjadi $21, lebih dari dua kali lipat dalam dua bulan terakhir.
train	main-news	MSRpar	2012test	0133	2.500	Pekan lalu, pengacaranya meminta Warner memberikan grasi dengan syarat yang bisa mengarah pada sidang hukuman baru.	Pekan lalu, pengacaranya meminta Gubernur Mark R. Warner untuk memberikan grasi, namun gubernur menolak campur tangan.
train	main-news	MSRpar	2012test	0135	1.750	Saya pikir itu seharusnya dirilis bertahun-tahun yang lalu, kata Brian Rohrbough, yang putranya, Daniel, terbunuh di Columbine.	Brian Rohrbough, yang putranya, Daniel, terbunuh di Columbine, mengatakan rekaman itu menimbulkan isu-isu yang meresahkan.
train	main-news	MSRpar	2012test	0136	4.250	Direktur CIA George Tenet mengatakan kedua orang tersebut “ditentukan oleh dedikasi dan keberanian.”	[Mereka] ditentukan oleh dedikasi dan keberanian, kata direktur CIA George Tenet.
train	main-news	MSRpar	2012test	0138	5.000	Namun pendapatan lisensi perangkat lunak, sebuah ukuran yang diperhatikan ketat oleh para analis keuangan, menurun 21 persen menjadi $107,6 juta.	Penjualan lisensi, yang merupakan ukuran utama permintaan, turun 21 persen menjadi $107,6 juta.
train	main-news	MSRpar	2012test	0139	4.250	Dotson, 21, ditangkap dan didakwa pada 21 Juli setelah dilaporkan memberi tahu pihak berwenang bahwa dia menembak Dennehy setelah Dennehy mencoba menembaknya.	Dotson ditangkap pada 21 Juli setelah memberi tahu agen FBI bahwa dia menembak Dennehy ketika Dennehy mencoba menembaknya, menurut pernyataan tertulis surat perintah penangkapan.
train	main-news	MSRpar	2012test	0140	4.750	Jaksa berpendapat bahwa Tn. Durst telah merencanakan pembunuhan tersebut untuk menyamar sebagai Tn. Black.	Jaksa menyatakan bahwa Durst membunuh Black untuk mencoba mengambil identitas Black.
train	main-news	MSRpar	2012test	0141	2.750	Keberatan tersebut dikutip oleh dewan PeopleSoft ketika menolak tawaran Oracle.	Dewan PeopleSoft telah merekomendasikan pemegang saham untuk menolak tawaran tersebut.
train	main-news	MSRpar	2012test	0142	3.250	Beberapa pemimpin Demokrat kulit hitam berusaha mengatur pertemuan dengan ketua DNC Terry McAuliffe untuk membahas PHK tersebut.	Para pemimpin Demokrat kulit hitam berusaha mengatur pertemuan dengan Ketua Komite Nasional Demokrat Terry McAuliffe untuk membahas PHK 10 staf minoritas di markas besar partai.
train	main-news	MSRpar	2012test	0143	3.500	Ini adalah hari-hari kelam bagi industri kita, kata Giovanni Bisignani, direktur jenderal organisasi yang berbasis di Jenewa, dalam sebuah pernyataan.	Ini adalah hari-hari kelam bagi industri kita, kata Direktur Jenderal Asosiasi Transportasi Udara Internasional yang berbasis di Jenewa, Giovanni Bisignani.
train	main-news	MSRpar	2012test	0144	3.600	Tujuh negara lain yang ikut serta dalam inisiatif ini adalah Inggris, Jerman, Italia, Belanda, Polandia, Portugal, dan Spanyol.	Negara-negara lain yang terlibat dalam PSI termasuk Jerman, Italia, Belanda, Polandia, Portugal, Spanyol dan Inggris.
train	main-news	MSRpar	2012test	0148	3.333	Rata-rata orang Amerika melakukan empat perjalanan sehari, 45 persennya untuk berbelanja atau keperluan lain.	Hampir setengahnya, yaitu 45 persen, digunakan untuk berbelanja atau menjalankan keperluan.
train	main-news	MSRpar	2012test	0151	4.000	Ini juga merupakan kemenangan strategis bagi Overture, mengingat Knight Ridder memiliki pilihan untuk menggunakan layanan Google.	Ini juga merupakan kemenangan strategis bagi Overture, mengingat Knight Ridder telah menggunakan layanan periklanan Google.
train	main-news	MSRpar	2012test	0152	3.500	Beberapa minggu menjelang eksekusi, beberapa pejabat Florida menerima surat ancaman tanpa nama.	Beberapa pejabat Florida yang terkait dengan kasus ini telah menerima surat ancaman disertai peluru senapan.
train	main-news	MSRpar	2012test	0156	3.400	Hoy mengkonfirmasi usia wanita tersebut pada hari Selasa dan mengatakan dia telah pergi berlibur bersama keluarganya.	Hoy mengkonfirmasi usia wanita tersebut pada hari Selasa dan mengatakan dia sedang berlibur bersama keluarganya, namun diperkirakan akan kembali minggu ini.
train	main-news	MSRpar	2012test	0157	3.600	BOSTON Keuskupan Agung Katolik di Boston telah menawarkan $55 juta untuk menyelesaikan lebih dari 500 tuntutan hukum pelecehan seksual oleh para pendeta, menurut sebuah dokumen yang diperoleh The Associated Press.	Keuskupan Agung Katolik Roma Amerika di Boston telah menawarkan $55 juta untuk menyelesaikan lebih dari 500 tuntutan hukum pelecehan seksual yang melibatkan para pendeta.
train	main-news	MSRpar	2012test	0158	3.600	Rekaman berdurasi 3{ jam tersebut mencakup percakapan antara polisi, petugas pemadam kebakaran, dan pekerja darurat lainnya, serta pertanyaan media.	Diantaranya adalah percakapan antara polisi, petugas pemadam kebakaran dan pekerja darurat lainnya, serta pertanyaan media.
train	main-news	MSRpar	2012test	0159	2.000	Obligasi 30 tahun US30YT=RR melonjak 20/32, sehingga imbal hasilnya menjadi 4,14 persen dari 4,18 persen.	Obligasi 30 tahun US30YT=RR merosot 14/32 dengan imbal hasil sebesar 4,26 persen dari 4,23 persen.
train	main-news	MSRpar	2012test	0160	3.600	Namun dia adalah satu-satunya kandidat yang telah memenangkan dukungan nasional dari buruh sejauh ini, dan ia terpilih menjadi presiden serikat buruh yang ke-11 pada hari Selasa ketika United Steelworkers of America mendukungnya.	Namun dia adalah satu-satunya kandidat yang telah memenangkan dukungan nasional dari Partai Buruh sejauh ini, dan meraih gelar kesebelasnya pada hari Selasa.
train	main-news	MSRpar	2012test	0161	1.600	Saham Oracle turun 27 sen, atau 2 persen, menjadi $13,09.	Saham Oracle juga naik karena berita tersebut, naik 15 sen menjadi $13,51 di Nasdaq.
train	main-news	MSRpar	2012test	0162	4.600	Kontrak berjangka Amerika Utara menunjukkan awal perdagangan yang di bawah standar pada hari Selasa, dengan investor siap untuk merasakan pendapatan kuartal pertama mereka.	Pasar saham Amerika Utara dimulai dengan lambat pada hari Selasa, dengan investor siap untuk merasakan pendapatan kuartal pertama mereka.
train	main-news	MSRpar	2012test	0166	3.600	Indeks pasar yang lebih luas juga membukukan kenaikan besar, setelah naik lebih tinggi selama empat minggu berturut-turut.	Pasar yang lebih luas juga melemah, setelah naik lebih tinggi selama empat minggu berturut-turut.
train	main-news	MSRpar	2012test	0167	3.000	Jim Furyk merayakan Hari Ayah pertamanya sebagai seorang ayah dengan memenangkan kejuaraan golf besar pertamanya.	Hari Ayah pertamanya sebagai seorang ayah, jurusan pertamanya sebagai juara.
train	main-news	MSRpar	2012test	0168	2.400	Mereka melewati Kemitraan Terbatas Lemelson Medical, Educational and Research Foundation pada tahun 2001 ke Syndia.	Dikatakan bahwa paten tersebut “diduga” diberikan kepada Syndia pada tahun 2001 melalui Lemelson Medical, Educational and Research Foundation Limited Partnership.
train	main-news	MSRpar	2012test	0169	1.200	SIA mengatakan pasar DRAM diperkirakan akan tumbuh 2,9 persen menjadi $15,7 miliar pada tahun 2003 dan 43 persen menjadi $22,5 miliar pada tahun 2004.	Pasar Amerika akan turun 2,1 persen menjadi $30,6 miliar pada tahun 2003, dan kemudian tumbuh 15,7 persen menjadi $35,4 miliar pada tahun 2004.
train	main-news	MSRpar	2012test	0170	3.400	Istri Morrill, Ellie, menangis dan memeluk adik ipar Bondeson selama kebaktian.	Pada kebaktian tersebut, janda Morrill, Ellie, terisak dan memeluk adik ipar Bondeson saat orang-orang menghiburnya.
train	main-news	MSRpar	2012test	0175	3.000	Tuan Grassley dan Tuan Baucus menolak adanya perbedaan dalam manfaat obat.	Grassley dan Baucus mengatakan mereka menolak pendekatan tersebut dalam rencana mereka.
train	main-news	MSRpar	2012test	0177	3.400	Pada kuartal tahun lalu, pembuat baja tersebut mencatat laba sebesar $16,2 juta, atau 15 sen per saham, dari penjualan $1,14 miliar.	Pada kuartal kedua tahun lalu, AK Steel melaporkan laba sebesar $16,2 juta, atau 15 sen per saham.
train	main-news	MSRpar	2012test	0179	1.800	Nasdaq mengalami kenaikan mingguan sebesar 17,27, atau 1,2 persen, dan ditutup pada level 1.520,15 pada hari Jumat.	Indeks Nasdaq Composite .IXIC yang berbasis teknologi menguat 30,46 poin, atau 2,04 persen, menjadi 1.520,15.
train	main-news	MSRpar	2012test	0182	3.500	Adalah sebuah intimidasi yang kurang ajar untuk membuat orang-orang tetap berada dalam reservasi, kata seorang anggota Partai Republik yang hadir namun tidak mau disebutkan namanya.	Itu adalah upaya intimidasi yang kurang ajar, kata seorang legislator Partai Republik yang menghadiri pertemuan tersebut.
train	main-news	MSRpar	2012test	0183	2.750	Tidak ada dakwaan yang diumumkan, namun pernyataan tersebut mengatakan proses hukum diperkirakan akan dilakukan pada hari Senin.	Pernyataan FBI mengatakan proses hukum diperkirakan akan dilakukan pada Senin di pengadilan federal di Baltimore.
train	main-news	MSRpar	2012test	0184	2.600	Wanita yang meninggal itu juga mengenakan cincin dan jam tangan Cartier.	Itu adalah seorang wanita berambut pirang yang mengenakan jam tangan Cartier di pergelangan tangannya, kata sumber itu.
train	main-news	MSRpar	2012test	0185	2.200	Indeks komposit Nasdaq Stock Markets yang berbasis teknologi bertambah 14,17 poin atau 0,94 persen menjadi 1.517,05.	Indeks Nasdaq Composite yang sarat dengan saham-saham teknologi akhir-akhir ini menguat sekitar 18 poin.
train	main-news	MSRpar	2012test	0189	4.750	Namun FBI tidak pernah mengawasi al-Bayoumi - meskipun mereka telah menerima informasi bahwa dia adalah agen Saudi, kata dokumen itu.	Namun biro tersebut tidak pernah mengawasi al-Bayoumi—walaupun telah menerima informasi sebelumnya bahwa dia adalah agen rahasia Saudi, kata laporan itu.
train	main-news	MSRpar	2012test	0190	1.500	Itu akan terjadi, kata Jim Santangelo, presiden Teamsters Joint Council 42 di El Monte.	Hal ini sangat berdampak pada perusahaan, kata Jim Santangelo, presiden Teamsters Joint Council 42 di El Monte.
train	main-news	MSRpar	2012test	0192	3.750	Dia dibebaskan dengan jaminan $3 juta dan segera kembali ke Las Vegas, tempat dia merekam video.	Setelah memberikan jaminan $3 juta, Jackson terbang ke Las Vegas, tempat dia mengerjakan sebuah video.
train	main-news	MSRpar	2012test	0193	3.500	Analis Gartner mengatakan bahwa dunia usaha belum merasa cukup percaya diri untuk mengupgrade PC perusahaan.	Terlebih lagi, perusahaan tidak merasa cukup percaya diri untuk mengganti PC lama, kata perusahaan analis tersebut.
train	main-news	MSRpar	2012test	0195	1.500	Hingga Selasa, hampir 250 petugas kesehatan berada di karantina.	Selain itu, 6.800 orang berada di karantina dan ribuan petugas kesehatan berada di karantina.
train	main-news	MSRpar	2012test	0197	3.200	Brian Brabazon mengatakan putranya akan marah namun kemudian berbalik dan berteman dengan para pencemoohnya.	Putranya akan marah, kata ibunya, tapi kemudian berbalik dan berteman dengan para pengejeknya.
train	main-news	MSRpar	2012test	0198	2.200	Indeks gabungan Nasdaq Stock Markets yang sarat teknologi bertambah 1,16 poin menjadi 1.504,04.	Indeks Nasdaq Composite yang sarat dengan saham-saham teknologi akhir-akhir ini menguat sekitar 18 poin.
train	main-news	MSRpar	2012test	0199	2.400	Indeks Komposit Nasdaq yang berbasis teknologi turun 0,08 poin menjadi 1.646.	Indeks Komposit Nasdaq yang berbasis teknologi <.IXIC> bertambah 1,92 poin, atau 0,12 persen, pada 1,647.94.
train	main-news	MSRpar	2012test	0201	3.000	"Dia mengatakan kepada juri bahwa Stubbs adalah ""pembunuh yang dingin dan penuh perhitungan""."	"Jaksa Wilayah Dave Lupas mengingatkan para juri bahwa Stubbs adalah, ""pembunuh yang dingin dan penuh perhitungan""."
train	main-news	MSRpar	2012test	0202	1.800	Demikian pula, obligasi 30 tahun <US30YT=RR> turun pada 1-11/32 dengan imbal hasil sebesar 4,38 persen, naik dari 4,30 persen.	Obligasi 30 tahun US30YT=RR melonjak 20/32, sehingga menghasilkan imbal hasil (yield) menjadi 4,14 persen dari 4,18 persen.
train	main-news	MSRpar	2012test	0203	2.400	Korban ketujuh, seorang wanita, meninggal Selasa malam di unit luka bakar di Rumah Sakit Anak Pusat Medis Akron.	Orang ketujuh, seorang wanita berusia 21 tahun, berada dalam kondisi kritis di unit luka bakar di Rumah Sakit Anak Akron.
train	main-news	MSRpar	2012test	0204	3.533	Orang-orang tersebut segera diterbangkan ke dekat Botswana dengan penerbangan carteran Air Malawi, kata pejabat intelijen Malawi yang tidak ingin disebutkan namanya.	Orang-orang itu diterbangkan ke dekat Botswana dengan penerbangan Air Malawi, kata para pejabat.
train	main-news	MSRpar	2012test	0207	4.750	Sebagai imbalannya, Korea Utara akan diminta untuk mengakhiri program senjata nuklirnya.	Sebagai imbalannya, kami mengharapkan Korea Utara untuk menyerahkan senjata nuklirnya.
train	main-news	MSRpar	2012test	0208	3.333	Kami mengutuk dan mengecam Dewan Pemerintahan, yang dipimpin oleh Amerika Serikat, kata Moqtada al-Sadr.	Kami mengutuk Dewan Pemerintahan yang dipimpin oleh Amerika Serikat, kata Sadr dalam khotbah yang berapi-api di masjid Koufa dekat Najaf.
train	main-news	MSRpar	2012test	0209	5.000	Sendmail mengatakan sistemnya bahkan dapat diatur untuk mengizinkan penggunaan bisnis saja.	Produk dapat diinstruksikan untuk mengizinkan penggunaan bisnis saja, menurut Sendmail.
train	main-news	MSRpar	2012test	0211	3.000	Eksploitasi tersebut bekerja pada mesin Windows 2000 yang belum dipatch dengan Service Pack 3 dan 4.	Baik Counterpane dan iDefense berpendapat bahwa eksploitasi tersebut bekerja secara efektif terhadap sistem Windows 2000 yang menjalankan Service Pack 3 dan 4.
train	main-news	MSRpar	2012test	0212	3.000	Lebih jauh lagi, obligasi acuan bertenor 10 tahun US10YT=RR merosot 25/32, sehingga menghasilkan imbal hasil (yield) menjadi 3,26 persen dari 3,17 persen.	Rabu pagi, obligasi acuan 10-tahun US10YT=RR telah kehilangan harga 16/32, mendorong imbal hasil (yield) naik menjadi 3,33 persen dari 3,26 persen pada akhir Selasa.
train	main-news	MSRpar	2012test	0213	3.000	Saham-saham teknologi terpukul oleh perkiraan buruk dari Sun Microsystems, yang dipandang sebagai pertanda buruk untuk musim laporan laba kuartalan mendatang.	Perkiraan buruk dari Sun Microsystems Inc. SUNW.O memberikan tekanan lebih besar pada Wall Street sebelum musim laporan laba kuartalan.
train	main-news	MSRpar	2012test	0215	1.846	Saham Coke naik 6 sen menjadi $44,42 pada perdagangan sore Rabu di New York Stock Exchange.	Saham Coke turun 26 sen menjadi ditutup pada $44,10 di New York Stock Exchange.
train	main-news	MSRpar	2012test	0216	3.000	Ernst & Young telah membantah melakukan kesalahan apa pun dan berencana untuk melawan tuduhan tersebut.	"Ernst & Young membantah klaim SEC, dan menyebut rekomendasinya ""tidak bertanggung jawab""."
train	main-news	MSRpar	2012test	0217	3.000	Baik tindakan militer maupun suap besar-besaran tidak dapat menyelesaikan masalah Korea Utara, kata Wolfowitz.	Memang benar, Wolfowitz mengakui pada hari Sabtu bahwa baik tindakan militer maupun “penyuapan skala besar” tidak akan menyelesaikan masalah ini.
train	main-news	MSRpar	2012test	0218	3.200	Sopirnya, Eugene Rogers, membantu mengeluarkan anak-anak dari bus, kata Wood.	"Di lokasi kecelakaan, pengemudinya ""berlumuran darah"" tetapi membantu mengeluarkan anak-anak, kata Wood."
train	main-news	MSRpar	2012test	0219	1.000	Indeks Standard & Poor's 500 <.SPX> naik 9,69 poin, atau 0,98 persen, pada 994,53.	Indeks Komposit Nasdaq yang berbasis teknologi <.IXIC> naik 18,35 poin, atau 1,13 persen, menjadi 1,646.02.
train	main-news	MSRpar	2012test	0221	2.647	Saham Guidant anjlok dalam perdagangan di dalam dan di luar Bursa Efek New York sebelum penghentian berita diberlakukan setelah tengah hari.	Saham Guidant turun 5,3 persen menjadi $40,92 pada perdagangan sore di New York Stock Exchange.
train	main-news	MSRpar	2012test	0222	3.250	Three Weeks in October mulai dijual pada hari Senin, hampir setahun setelah penembakan penembak jitu di wilayah Washington, D.C. dimulai.	Buku Moose mulai dijual hari Senin, hampir setahun setelah penembakan penembak jitu dimulai di wilayah Washington.
train	main-news	MSRpar	2012test	0224	3.750	Berdasarkan survei rumah tangga terpisah, tingkat pengangguran turun di bulan Agustus menjadi 6,1 persen dari 6,2 persen.	Analis Departemen Tenaga Kerja mengabaikan sedikit perbaikan pada tingkat pengangguran nasional, yang turun pada bulan Agustus menjadi 6,1 persen dari 6,2 persen.
train	main-news	MSRpar	2012test	0227	4.750	Tingkat kanker kulit meningkat tiga kali lipat sejak tahun 1950an di Norwegia dan Swedia, menurut penelitian tersebut.	Studi ini juga menemukan bahwa kanker kulit meningkat hampir tiga kali lipat di Norwegia dan Swedia sejak tahun 1950an.
train	main-news	MSRpar	2012test	0229	3.929	Hakim juga menolak menunda tanggal persidangan pada 29 September.	Obus juga menolak mosi pembelaan untuk menunda tanggal persidangan 29 September.
train	main-news	MSRpar	2012test	0230	3.400	Meskipun partai-partai oposisi menyambut baik keputusan kabinet mengenai pengobatan anti-retroviral, beberapa pihak mengatakan Menteri Kesehatan Manto Tshabalala-Msimang tidak layak untuk memimpin rencana peluncuran pengobatan tersebut.	Menteri Kesehatan Manto-Tshabalala Msimang tidak layak memimpin rencana peluncuran pengobatan anti-retroviral, menurut beberapa partai oposisi.
train	main-news	MSRpar	2012test	0232	3.200	Chief merchandising officer mengawasi pembelian dan pengembangan barang dagangan, memutuskan arah merchandising perusahaan, atau pada dasarnya apa yang harus diperjuangkan.	Dia memutuskan arah perdagangan perusahaan, atau pada dasarnya apa yang seharusnya diperjuangkan.
train	main-news	MSRpar	2012test	0233	3.800	Pendeta Christopher J. Coyne, juru bicara keuskupan agung, tidak mau berkomentar pada hari Jumat.	Pendeta Christopher Coyne, juru bicara keuskupan agung, tidak segera membalas beberapa panggilan telepon untuk meminta komentar.
train	main-news	MSRpar	2012test	0235	4.600	Beberapa kerabat korban penyerangan asal Australia hadir di pengadilan untuk menyaksikan persidangan, namun hanya sedikit warga Bali yang menghadiri persidangan.	Beberapa kerabat korban penyerangan asal Australia duduk di barisan depan pengadilan, namun hanya sedikit warga Bali yang menghadiri persidangan.
train	main-news	MSRpar	2012test	0236	3.200	Pada tanggal 10 Juli, sebuah tim yang terdiri dari 32 petugas polisi Singapura dikirim ke Baghdad.	Pada bulan Juli 32 petugas polisi Singapura dikirim ke Bagdad untuk membantu melatih pasukan polisi Irak dan kembali ke negaranya bulan lalu.
train	main-news	MSRpar	2012test	0237	2.200	Euro <EUR=> naik 0,67 persen terhadap dolar pada $1,1784 setelah naik ke level tertinggi tiga bulan pada awal sesi di atas $1,18.	Pada awal perdagangan AS, euro <EUR=> turun 0,6 persen menjadi $1,1741, setelah naik ke level tertinggi dalam empat bulan di $1,1860.
train	main-news	MSRpar	2012test	0238	4.400	Sebelumnya, perusahaan tersebut melaporkan laba sebesar $12 juta, atau 0 sen per saham, untuk periode tersebut.	Sebelumnya, perusahaan ini melaporkan keuntungan kecil sebesar $12 juta, atau titik impas per saham, untuk periode tersebut.
train	main-news	MSRpar	2012test	0240	3.333	Koalisi kelompok kampanye, termasuk badan mahasiswa nasional yang militan, mendukung protes tersebut, yang menurut NLC bertentangan dengan perintah pengadilan yang melarang protes tersebut.	Koalisi kelompok kampanye, termasuk badan mahasiswa nasional yang militan, mendukung aksi tersebut dan memobilisasi protes.
train	main-news	MSRpar	2012test	0241	4.000	Perusahaan menyoroti penambahan dukungan .NET dan J2EE ke Lingkungan Aplikasi Perusahaan (EAE) dengan mainframe baru.	Perusahaan juga menambahkan dukungan .Net dan J2EE ke perangkat pengembangan Lingkungan Aplikasi Perusahaannya, kata Sapp.
train	main-news	MSRpar	2012test	0243	1.333	Sejak mulai digunakan pada tahun 1971, pesawat ini telah mengalami 45 kecelakaan, dengan 393 kematian.	Kota ini memiliki catatan keselamatan yang baik, termasuk 47 kecelakaan yang mengakibatkan 668 kematian.
train	main-news	MSRpar	2012test	0244	4.200	Ryan Harvey, pemain luar dari Dunedin High School di Florida, terpilih dengan pilihan keenam oleh Chicago Cubs.	Ryan Harvey, pemain luar sekolah menengah dari Florida, dipilih keenam oleh Cubs.
train	main-news	MSRpar	2012test	0245	3.200	Glover berbicara pada konferensi pers yang dihadiri sekitar 20 kerabat korban.	Sekitar 20 anggota keluarga korban diundang ke konferensi pers.
train	main-news	MSRpar	2012test	0246	3.200	Empat pria lainnya yang juga didakwa pada bulan Juni telah mengaku bersalah.	Empat terdakwa telah mengaku bersalah atas tuduhan senjata dan tuduhan lainnya.
train	main-news	MSRpar	2012test	0248	3.250	Pemerintah federal dan daerah sebagian besar masih tutup setelah terjadinya Badai Isabel, begitu pula sekolah-sekolah, dan sebagian besar jaringan transportasi di wilayah tersebut melambat.	Pasca Badai Isabel, pemerintah federal dan lokal masih tutup, begitu pula sekolah dan banyak tempat usaha.
train	main-news	MSRpar	2012test	0250	2.250	Dia memberikan pidato yang sangat berapi-api kepada United Steelworkers of America, yang mengumumkan dukungan mereka kemarin.	Pada hari Selasa, dia mendapat dukungan dari United Steelworkers of America.
train	main-news	MSRpar	2012test	0251	3.500	Sekitar 50 juta nomor telepon terdaftar dalam daftar tersebut, yang akan mulai berlaku pada 1 Oktober.	FTC mendaftarkan 50 juta nomor telepon untuk daftar tersebut, yang akan mulai berlaku pada 1 Oktober.
train	main-news	MSRpar	2012test	0253	3.400	Namun Adora Obi Nweze, presiden negara bagian NAACP, mengatakan negara bagian tersebut hanya mencoba membuktikan kesimpulannya tentang bunuh diri, daripada mempertimbangkan kemungkinan adanya pembunuhan.	Adora Obi Nweze, presiden negara bagian NAACP, mengatakan negara bagian tersebut menolak mempertimbangkan kemungkinan pembunuhan.
train	main-news	MSRpar	2012test	0255	3.000	Para aktivis mengatakan mereka khawatir pertemuan tersebut merupakan upaya perusahaan pertanian untuk mendorong tanaman rekayasa hayati ke negara-negara yang kelaparan.	Sebaliknya, mereka khawatir konferensi tersebut merupakan upaya perusahaan pertanian dan kepentingan bioteknologi untuk memasuki pasar baru.
train	main-news	MSRpar	2012test	0256	2.500	Kontrak mereka akan berakhir pada hari Rabu pukul 00:01, bukan pada hari Minggu pukul 00:01, kata Rian Wathen, direktur penyelenggara United Food and Commercial Workers Local 700.	Hal ini telah membuat marah para anggotanya, kata Rian Wathen, direktur penyelenggara United Food and Commercial Workers Local 700.
train	main-news	MSRpar	2012test	0257	1.750	Indeks Komposit Nasdaq .IXIC yang berbasis teknologi naik 39,39 poin, atau 2,2 persen, menjadi 1,826.33, setelah kehilangan lebih dari 2 persen pada hari Selasa.	Indeks blue-chip Dow Jones industrial average .DJI melonjak 194,14 poin, atau 2,09 persen, menjadi 9.469,20 setelah tenggelam lebih dari 1 persen sehari sebelumnya.
train	main-news	MSRpar	2012test	0258	2.750	Sekitar 14.000 pelanggan mengalami pemadaman listrik di wilayah tersebut, kata Oklahoma Gas and Electric.	Sekitar 38.000 pelanggan OGE Energy Corp. tidak mendapat aliran listrik, kata perusahaan itu di situs Web-nya.
train	main-news	MSRpar	2012test	0259	4.250	Kini, suami Blanca yang berkewarganegaraan Amerika, Roger Lawrence Strunk, 63 tahun, menghadapi dakwaan pembunuhan yang dikeluarkan pada bulan Februari oleh pemerintah Filipina, yang menyatakan bahwa Blanca adalah tersangka utama.	Kini, suami Blanca, Roger Lawrence Strunk dari Tracy yang berusia 63 tahun, menghadapi dakwaan pembunuhan yang dikeluarkan oleh pemerintah Filipina pada bulan Februari.
train	main-news	MSRpar	2012test	0262	3.000	"Prince menggantikan Sanford ""Sandy"" Weill, yang akan tetap menjadi ketua Citigroup."	Prince, yang memimpin bank korporasi dan investasi global Citigroup, menggantikan Sanford Weill sebagai CEO.
train	main-news	MSRpar	2012test	0263	5.000	Pendapatan operasional adalah $1,45 miliar, meningkat dibandingkan hasil tahun lalu sebesar $1,38 miliar.	Pendapatan operasional naik menjadi $1,45 miliar dari $1,38 miliar tahun lalu.
train	main-news	MSRpar	2012test	0264	3.250	Harga emas di pasar spot diperdagangkan pada $367,90/368,60 per ons pada pukul 10.00 GMT, setelah naik ke $369,50 -- level yang tidak pernah terlihat sejak 10 Februari.	Harga emas di pasar spot diperdagangkan pada harga $358,65/359,15 per ons pada pukul 05.00 GMT (15.00 WIB), setelah melonjak setinggi $359.25 -- level yang tidak pernah terlihat sejak 25 Februari.
train	main-news	MSRpar	2012test	0265	4.000	Di Kanada, dolar yang sedang menguat akan menjadi fokus lagi karena mencoba bertahan di atas angka 75 sen (AS).	Di Kanada, lonjakan dolar kembali menjadi fokus karena kesulitan dan gagal bertahan di atas angka 75 sen (AS).
train	main-news	MSRpar	2012test	0266	3.750	Namun hakim memutuskan bahwa pengawas polisi yang berulang kali menanyai Martinez tidak melanggar hak Amandemen Kelima dengan melakukan hal tersebut.	Namun hakim memutuskan bahwa pengawas polisi yang berulang kali menanyai Martinez sambil berteriak kesakitan tidak melanggar hak Amandemen Kelima.
train	main-news	MSRpar	2012test	0269	2.000	Rata-rata industri blue-chip Dow Jones turun 44 poin, atau 0,47 persen, menjadi 9.543, setelah mencetak kenaikan lima sesi berturut-turut.	Rata-rata industri Dow Jones .DJI naik 18,25 poin atau 0,19 persen menjadi 9.586,71.
train	main-news	MSRpar	2012test	0270	3.333	Presiden pusat tersebut, Joseph Torsella, terkena pukulan di kepala tetapi mampu berjalan menuju ambulans.	Presiden Pusat Konstitusi Nasional Joseph Torsella dipukul di kepala dan berlutut.
train	main-news	MSRpar	2012test	0271	3.000	Laporan tersebut memberi peringkat pada 45 perusahaan besar berdasarkan lapangan kerja, pemasaran, pengadaan, investasi kembali komunitas, dan sumbangan amal.	Dari ketiganya, hanya Dillard yang menanggapi survei yang memberi peringkat 45 perusahaan besar berdasarkan ketenagakerjaan, pemasaran, pengadaan, investasi masyarakat, dan sumbangan amal.
train	main-news	MSRpar	2012test	0272	3.400	"""Saya tidak tahu apakah orang yang sedang saya ajak bicara sekarang mungkin akan menjadi orang lain di lain waktu yang mungkin tidak mengikuti aturan,"" kata Parrish."	Saya tidak tahu apakah orang yang saya ajak bicara sekarang mungkin adalah orang lain, kata Parrish.
train	main-news	MSRpar	2012test	0273	5.000	Ruffner, 45, belum memiliki pengacara dalam dakwaan pembunuhan, kata pihak berwenang.	Ruffner, 45, tidak memiliki pengacara atas tuduhan pembunuhan tersebut, kata pihak berwenang.
train	main-news	MSRpar	2012test	0275	3.400	Disahkan pada tahun 1999 namun tidak pernah diberlakukan, undang-undang tersebut akan melarang pengunjung bar dan restoran untuk menyalakan lampu.	Disahkan pada tahun 1999 namun tidak pernah diberlakukan, undang-undang merokok akan mencegah pengunjung bar dan restoran untuk merokok, namun mengecualikan klub swasta dari peraturan tersebut.
train	main-news	MSRpar	2012test	0278	3.750	Sidang pertama tersangka pengeboman klub malam di Bali tahun lalu yang menewaskan lebih dari 200 orang dibuka di Indonesia hari ini, Sky News melaporkan.	Salah satu tersangka utama dalam pemboman klub malam pada bulan Oktober yang menewaskan lebih dari 200 orang di Bali diadili pada hari Senin di tengah keamanan yang ketat.
train	main-news	MSRpar	2012test	0279	4.000	Pensiunan Perancis akan meningkat dari seperlima menjadi sepertiga populasi pada tahun 2040.	Pada tahun 2040, jumlah pensiunan akan mencapai sepertiga populasi, naik dari seperlima saat ini.
